CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,TotalSuspensions,TotalSusStudents,TotalDefiance,SuspensionRate,SuspensionViolent_Injury,NonInjury_Violent_Suspension,Weapon_possession_suspension,Drug_Suspensino_Defiance,Other_Suspension_Reason
"El Dorado",,,Yes,RP,21,0,0,0,0,0,0,0,0,0
"El Dorado",,,Yes,RT,548,5,5,0,0.9,0,4,1,0,0
"El Dorado",,,Yes,RW,5540,47,36,0,0.6,9,25,4,5,0
"El Dorado",,,Yes,SD,1038,19,12,0,1.2,4,14,1,0,0
"El Dorado",,,Yes,SE,374,4,2,0,0.5,0,4,0,0,0
"El Dorado",,,Yes,SF,126,0,0,0,0,0,0,0,0,0
"El Dorado",,,Yes,SH,154,2,2,0,1.3,0,1,0,1,0
"El Dorado",,,Yes,SS,2719,20,15,0,0.6,1,11,2,4,0
"El Dorado",,,Yes,TA,8051,69,52,0,0.6,10,40,8,7,0
Fresno,,,All,GF,104311,4184,3043,92,2.9,1185,1517,119,1137,106
Fresno,,,All,GM,109716,11172,7073,341,6.4,2957,4789,487,2059,399
Fresno,,,All,GX,158,13,9,0,5.7,1,2,3,6,0
Fresno,,,All,RA,20262,485,377,8,1.9,96,259,18,92,9
Fresno,,,All,RB,10269,2074,1178,49,11.5,852,831,44,236,56
Fresno,,,All,RD,683,31,28,3,4.1,8,15,2,2,3
Fresno,,,All,RF,1558,34,25,1,1.6,2,23,1,5,1
Fresno,,,All,RH,141826,10278,6919,320,4.9,2618,4025,430,2386,374
Fresno,,,All,RI,1258,131,86,4,6.8,36,62,6,20,4
Fresno,,,All,RP,573,34,25,0,4.4,10,16,1,7,0
Fresno,,,All,RT,5130,387,241,6,4.7,131,174,16,46,9
Fresno,,,All,RW,32626,1915,1246,42,3.8,390,903,91,408,49
Fresno,,,All,SD,25084,3312,1844,73,7.4,1047,1468,99,502,92
Fresno,,,All,SE,42446,2519,1801,108,4.2,627,947,111,581,127
Fresno,,,All,SF,2403,775,360,25,15,186,352,19,149,34
Fresno,,,All,SH,2708,356,197,13,7.3,117,141,12,62,15
Fresno,,,All,SM,4462,268,198,12,4.4,48,100,9,82,12
Fresno,,,All,SS,161737,13582,8798,376,5.4,3841,5424,520,2815,445
Fresno,,,All,TA,214185,15369,10125,433,4.7,4143,6308,609,3202,505
Fresno,,,"No ",GF,95581,4127,2996,92,3.1,1160,1500,117,1128,106
Fresno,,,"No ",GM,101159,10982,6931,337,6.9,2932,4677,483,2041,395
Fresno,,,"No ",GX,134,12,8,0,6,1,2,2,6,0
Fresno,,,"No ",RA,19542,484,376,8,1.9,96,258,18,92,9
Fresno,,,"No ",RB,9188,2049,1152,49,12.5,844,817,44,236,58
Fresno,,,"No ",RD,486,31,28,3,5.8,8,15,2,2,3
Fresno,,,"No ",RF,1441,30,24,1,1.7,2,20,1,4,1
Fresno,,,"No ",RH,131329,10113,6792,317,5.2,2590,3937,424,2369,371
Fresno,,,"No ",RI,1146,129,85,4,7.4,35,60,6,21,4
Fresno,,,"No ",RP,543,34,25,0,4.6,10,16,1,7,0
Fresno,,,"No ",RT,4500,369,231,5,5.1,129,167,15,43,6
Fresno,,,"No ",RW,28699,1882,1222,42,4.3,379,889,91,401,49
Fresno,,,"No ",SD,23257,3278,1822,72,7.8,1039,1451,98,501,91
Fresno,,,"No ",SE,40776,2497,1782,108,4.4,623,936,111,578,127
Fresno,,,"No ",SF,2238,773,358,25,16,186,351,19,149,34
Fresno,,,"No ",SH,2300,339,184,13,8,112,134,12,59,15
Fresno,,,"No ",SM,4407,266,196,12,4.4,48,99,9,82,12
Fresno,,,"No ",SS,149982,13370,8630,374,5.8,3800,5310,515,2795,443
Fresno,,,"No ",TA,196874,15121,9935,429,5,4093,6179,602,3175,501
Fresno,,,Yes,GF,10402,56,47,0,0.5,24,17,2,9,0
Fresno,,,Yes,GM,10209,192,148,4,1.4,26,112,5,18,4
Fresno,,,Yes,GX,34,0,0,0,0,0,0,0,0,0
Fresno,,,Yes,RA,841,1,1,0,0.1,0,1,0,0,0
Fresno,,,Yes,RB,1368,35,29,1,2.1,10,17,0,2,1
Fresno,,,Yes,RD,199,0,0,0,0,0,0,0,0,0
Fresno,,,Yes,RF,126,4,1,0,0.8,0,3,0,1,0
Fresno,,,Yes,RH,12645,162,128,3,1,30,87,6,13,3
Fresno,,,Yes,RI,134,2,1,0,0.7,0,2,0,0,0
Fresno,,,Yes,RP,35,0,0,0,0,0,0,0,0,0
Fresno,,,Yes,RT,734,9,8,0,1.1,3,2,1,2,0
Fresno,,,Yes,RW,4563,35,27,0,0.6,7,17,0,9,0
Fresno,,,Yes,SD,2215,34,24,1,1.1,8,17,1,1,1
Fresno,,,Yes,SE,2013,22,19,0,0.9,4,11,0,3,0
Fresno,,,Yes,SF,245,2,2,0,0.8,0,1,0,0,0
Fresno,,,Yes,SH,509,17,14,0,2.8,5,7,0,3,0
Fresno,,,Yes,SM,91,2,2,0,2.2,0,1,0,0,0
Fresno,,,Yes,SS,14489,212,173,2,1.2,41,114,5,20,2
Fresno,,,Yes,TA,20645,248,195,4,0.9,50,129,7,27,4
Glenn,,,All,GF,3212,110,75,12,2.3,11,43,1,31,15
Glenn,,,All,GM,3480,362,226,35,6.5,45,196,7,34,42
Glenn,,,All,RA,129,11,6,3,4.7,0,4,0,3,4
Glenn,,,All,RB,36,5,3,0,8.3,0,5,0,0,0
Glenn,,,All,RD,73,2,2,0,2.7,0,1,0,1,0
Glenn,,,All,RH,3589,259,176,24,4.9,37,128,4,36,28
Glenn,,,All,RI,141,15,10,1,7.1,0,9,0,3,1
Glenn,,,All,RT,156,3,2,0,1.3,1,1,1,0,0
Glenn,,,All,RW,2559,177,102,19,4,18,91,3,22,24
Glenn,,,All,SD,960,149,74,12,7.7,24,76,0,17,13
Glenn,,,All,SE,1335,103,64,6,4.8,13,58,1,11,8
Glenn,,,All,SF,50,13,7,0,14,1,10,0,2,0
Glenn,,,All,SH,148,19,13,2,8.8,2,10,1,2,2
Glenn,,,All,SM,73,3,3,0,4.1,0,0,0,1,0
Glenn,,,All,SS,5076,426,269,42,5.3,52,215,7,63,50
Glenn,,,All,TA,6697,472,301,47,4.5,56,239,8,65,57
Glenn,,,"No ",GF,2649,109,75,12,2.8,10,43,1,31,15
Glenn,,,"No ",GM,2894,358,223,35,7.7,45,192,7,34,42
Glenn,,,"No ",RA,123,11,6,3,4.9,0,4,0,3,4
Glenn,,,"No ",RB,24,4,2,0,8.3,0,4,0,0,0
Glenn,,,"No ",RD,42,2,2,0,4.8,0,1,0,1,0
Glenn,,,"No ",RH,3287,257,175,24,5.3,37,126,4,36,28
Glenn,,,"No ",RI,120,15,10,1,8.3,0,9,0,3,1
Glenn,,,"No ",RT,84,1,1,0,1.2,1,0,0,0,0
Glenn,,,"No ",RW,1852,177,102,19,5.5,17,91,4,22,24
Glenn,,,"No ",SD,824,147,73,12,8.9,24,74,0,17,13
Glenn,,,"No ",SE,1294,101,63,6,4.9,13,56,1,11,8
Glenn,,,"No ",SF,41,13,7,0,17.1,1,10,0,2,0
Glenn,,,"No ",SH,132,18,12,2,9.1,2,9,1,2,2
Glenn,,,"No ",SM,73,3,3,0,4.1,0,0,0,1,0
Glenn,,,"No ",SS,4369,421,266,42,6.1,51,211,7,63,50
Glenn,,,"No ",TA,5546,467,298,47,5.4,55,235,8,65,57
Glenn,,,Yes,GF,628,1,1,0,0.2,1,0,0,0,0
Glenn,,,Yes,GM,622,4,3,0,0.5,0,4,0,0,0
Glenn,,,Yes,RB,12,1,1,0,8.3,0,1,0,0,0
Glenn,,,Yes,RD,31,0,0,0,0,0,0,0,0,0
Glenn,,,Yes,RH,331,3,2,0,0.6,1,2,0,0,0
Glenn,,,Yes,RI,24,0,0,0,0,0,0,0,0,0
Glenn,,,Yes,RT,76,0,0,0,0,0,0,0,0,0
Glenn,,,Yes,RW,769,1,1,0,0.1,0,1,0,0,0
Glenn,,,Yes,SD,159,2,1,0,0.6,0,2,0,0,0
Glenn,,,Yes,SE,48,2,1,0,2.1,0,2,0,0,0
Glenn,,,Yes,SF,13,0,0,0,0,0,0,0,0,0
Glenn,,,Yes,SH,20,1,1,0,5,0,1,0,0,0
Glenn,,,Yes,SS,789,5,4,0,0.5,1,4,0,0,0
Glenn,,,Yes,TA,1252,5,4,0,0.3,1,4,0,0,0
Humboldt,,,All,GF,8851,472,299,33,3.4,30,242,4,148,36
Humboldt,,,All,GM,9319,1191,654,81,7,117,723,25,161,107
Humboldt,,,All,GX,43,8,5,1,11.6,1,2,2,1,1
Humboldt,,,All,RA,607,9,5,0,0.8,1,5,0,3,0
Humboldt,,,All,RB,231,26,17,3,7.4,1,16,1,2,4
Humboldt,,,All,RD,220,20,10,2,4.5,0,15,1,2,2
Humboldt,,,All,RF,39,3,2,0,5.1,0,2,0,1,0
Humboldt,,,All,RH,3636,295,170,15,4.7,21,169,5,61,23
Humboldt,,,All,RI,1649,277,157,33,9.5,10,141,4,73,40
Humboldt,,,All,RP,88,11,6,1,6.8,1,9,0,0,1
Humboldt,,,All,RT,1780,207,111,10,6.2,22,137,3,29,11
Humboldt,,,All,RW,9963,823,480,51,4.8,92,473,17,139,63
Humboldt,,,All,SD,3442,661,315,41,9.2,66,407,14,95,56
Humboldt,,,All,SE,1351,84,54,4,4,8,46,2,19,5
Humboldt,,,All,SF,339,104,45,7,13.3,11,62,0,16,10
Humboldt,,,All,SH,1032,252,132,16,12.8,30,152,6,34,20
Humboldt,,,All,SS,11434,1381,763,94,6.7,125,803,27,247,120
Humboldt,,,All,TA,18213,1671,958,115,5.3,148,967,31,310,144
Humboldt,,,"No ",GF,7649,471,298,33,3.9,30,242,4,147,36
Humboldt,,,"No ",GM,8074,1171,638,77,7.9,116,713,24,161,101
Humboldt,,,"No ",GX,33,7,4,1,12.1,1,2,1,1,1
Humboldt,,,"No ",RA,583,9,5,0,0.9,1,5,0,3,0
Humboldt,,,"No ",RB,209,26,17,3,8.1,1,16,1,2,4
Humboldt,,,"No ",RD,146,20,10,2,6.8,0,15,1,2,2
Humboldt,,,"No ",RF,36,3,2,0,5.6,0,2,0,1,0
Humboldt,,,"No ",RH,3271,294,169,15,5.2,21,168,5,61,23
Humboldt,,,"No ",RI,1600,277,157,33,9.8,10,141,4,73,40
Humboldt,,,"No ",RP,79,11,6,1,7.6,1,9,0,0,1
Humboldt,,,"No ",RT,1486,204,108,10,7.3,21,135,3,29,11
Humboldt,,,"No ",RW,8346,805,466,47,5.6,92,466,15,138,57
Humboldt,,,"No ",SD,3011,653,308,39,10.2,65,405,13,95,53
Humboldt,,,"No ",SE,1311,84,54,4,4.1,8,46,2,19,5
Humboldt,,,"No ",SF,320,104,45,7,14.1,11,62,0,16,10
Humboldt,,,"No ",SH,989,252,132,16,13.3,30,152,6,34,20
Humboldt,,,"No ",SS,10043,1367,750,91,7.5,124,799,25,246,116
Humboldt,,,"No ",TA,15756,1649,940,111,6,147,957,29,309,138
Humboldt,,,Yes,GF,1346,1,1,0,0.1,0,0,0,1,0
Humboldt,,,Yes,GM,1383,20,16,4,1.2,1,10,1,0,6
Humboldt,,,Yes,GX,13,1,1,0,7.7,0,0,1,0,0
Humboldt,,,Yes,RA,29,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,RB,27,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,RD,86,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,RH,412,1,1,0,0.2,0,1,0,0,0
Humboldt,,,Yes,RI,66,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,RP,13,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,RT,325,3,3,0,0.9,1,2,0,0,0
Humboldt,,,Yes,RW,1781,18,14,4,0.8,0,7,2,1,6
Humboldt,,,Yes,SD,475,8,7,2,1.5,1,2,1,0,3
Humboldt,,,Yes,SE,51,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,SF,23,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,SH,74,0,0,0,0,0,0,0,0,0
Humboldt,,,Yes,SS,1602,14,13,3,0.8,1,4,2,1,4
Humboldt,,,Yes,TA,2742,22,18,4,0.7,1,10,2,1,6
Imperial,,,All,GF,18464,478,369,35,2,59,172,25,170,40
Imperial,,,All,GM,19193,1498,1000,144,5.2,142,676,81,318,208
Imperial,,,All,GX,24,0,0,0,0,0,0,0,0,0
Imperial,,,All,RA,139,2,2,0,1.4,0,1,0,1,0
Imperial,,,All,RB,244,40,23,4,9.4,4,24,3,4,4
Imperial,,,All,RD,136,0,0,0,0,0,0,0,0,0
Imperial,,,All,RF,70,4,4,0,5.7,0,1,0,2,0
Imperial,,,All,RH,35106,1819,1252,168,3.6,179,786,96,446,235
Imperial,,,All,RI,359,34,25,2,7,8,5,3,12,2
Imperial,,,All,RP,11,0,0,0,0,0,0,0,0,0
Imperial,,,All,RT,141,13,9,1,6.4,2,3,0,6,2
Imperial,,,All,RW,1475,64,54,4,3.7,8,28,4,17,5
Imperial,,,All,SD,5042,497,300,54,6,51,239,22,92,73
Imperial,,,All,SE,15934,944,636,78,4,98,427,40,236,115
Imperial,,,All,SF,292,62,32,7,11,6,28,3,16,9
Imperial,,,All,SH,1557,113,76,6,4.9,14,52,5,33,7
Imperial,,,All,SM,2550,263,149,24,5.8,27,115,15,52,40
Imperial,,,All,SS,29338,1792,1219,168,4.2,180,776,93,431,233
Imperial,,,All,TA,37681,1976,1369,179,3.6,201,848,106,488,248
Imperial,,,"No ",GF,18143,478,369,35,2,59,172,25,170,40
Imperial,,,"No ",GM,18904,1498,1000,144,5.3,142,676,81,318,208
Imperial,,,"No ",GX,24,0,0,0,0,0,0,0,0,0
Imperial,,,"No ",RA,138,2,2,0,1.4,0,1,0,1,0
Imperial,,,"No ",RB,237,40,23,4,9.7,4,24,3,4,4
Imperial,,,"No ",RD,133,0,0,0,0,0,0,0,0,0
Imperial,,,"No ",RF,68,4,4,0,5.9,0,1,0,2,0
Imperial,,,"No ",RH,34545,1819,1252,168,3.6,179,786,96,446,235
Imperial,,,"No ",RI,357,34,25,2,7,8,5,3,12,2
Imperial,,,"No ",RP,11,0,0,0,0,0,0,0,0,0
Imperial,,,"No ",RT,136,13,9,1,6.6,2,3,0,6,2
Imperial,,,"No ",RW,1446,64,54,4,3.7,8,28,4,17,5
Imperial,,,"No ",SD,4967,497,300,54,6,51,239,22,92,73
Imperial,,,"No ",SE,15768,944,636,78,4,98,427,40,236,115
Imperial,,,"No ",SF,289,62,32,7,11.1,6,28,3,16,9
Imperial,,,"No ",SH,1540,113,76,6,4.9,14,52,5,33,7
Imperial,,,"No ",SM,2546,263,149,24,5.9,27,115,15,52,40
Imperial,,,"No ",SS,28869,1792,1219,168,4.2,180,776,93,431,233
Imperial,,,"No ",TA,37071,1976,1369,179,3.7,201,848,106,488,248
Imperial,,,Yes,GF,364,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,GM,332,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,RH,636,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,RW,39,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,SD,99,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,SE,207,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,SH,25,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,SS,540,0,0,0,0,0,0,0,0,0
Imperial,,,Yes,TA,697,0,0,0,0,0,0,0,0,0
Inyo,,,All,GF,2373,46,36,1,1.5,10,25,1,8,1
Inyo,,,All,GM,2502,157,94,1,3.8,51,73,6,12,2
Inyo,,,All,RA,23,0,0,0,0,0,0,0,0,0
Inyo,,,All,RB,389,2,2,0,0.5,0,0,0,2,0
Inyo,,,All,RD,67,2,1,0,1.5,1,1,0,0,0
Inyo,,,All,RH,2791,67,45,2,1.6,22,29,3,7,3
Inyo,,,All,RI,426,72,42,0,9.9,18,40,4,5,0
Inyo,,,All,RT,238,6,6,0,2.5,2,3,0,0,0
Inyo,,,All,RW,937,54,34,0,3.6,18,25,0,6,0
Inyo,,,All,SD,635,37,22,1,3.5,13,16,3,2,2
Inyo,,,All,SE,658,17,10,1,1.5,6,7,0,1,1
Inyo,,,All,SF,84,4,3,0,3.6,2,1,1,0,0
Inyo,,,All,SH,225,13,9,0,4,1,8,1,2,0
Inyo,,,All,SS,3625,161,96,1,2.6,53,75,7,14,1
Inyo,,,All,TA,4881,203,130,2,2.7,61,98,7,20,3
Inyo,,,"No ",GF,1321,46,36,1,2.7,10,25,1,8,1
Inyo,,,"No ",GM,1404,157,94,1,6.7,51,73,6,12,2
Inyo,,,"No ",RA,19,0,0,0,0,0,0,0,0,0
Inyo,,,"No ",RB,18,2,2,0,11.1,0,0,0,2,0
Inyo,,,"No ",RD,40,2,1,0,2.5,1,1,0,0,0
Inyo,,,"No ",RH,1111,67,45,2,4.1,22,29,3,7,3
Inyo,,,"No ",RI,417,72,42,0,10.1,18,40,4,5,0
Inyo,,,"No ",RT,225,6,6,0,2.7,2,3,0,0,0
Inyo,,,"No ",RW,892,54,34,0,3.8,18,25,0,6,0
Inyo,,,"No ",SD,415,37,22,1,5.3,13,16,3,2,2
Inyo,,,"No ",SE,294,17,10,1,3.4,6,7,0,1,1
Inyo,,,"No ",SF,26,4,3,0,11.5,2,1,1,0,0
Inyo,,,"No ",SH,80,13,9,0,11.3,1,8,1,2,0
Inyo,,,"No ",SS,1765,161,96,1,5.4,53,75,7,14,1
Inyo,,,"No ",TA,2728,203,130,2,4.8,61,98,7,20,3
Inyo,,,Yes,GF,1052,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,GM,1098,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,RB,371,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,RD,27,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,RH,1680,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,RT,13,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,RW,45,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,SD,220,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,SE,364,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,SF,58,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,SH,145,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,SS,1860,0,0,0,0,0,0,0,0,0
Inyo,,,Yes,TA,2153,0,0,0,0,0,0,0,0,0
Kern,,,All,GF,100259,4105,2820,156,2.8,421,2338,173,900,176
Kern,,,All,GM,104143,8506,5268,367,5.1,939,4852,472,1352,473
Kern,,,All,GX,75,8,7,0,9.3,1,4,1,1,0
Kern,,,All,RA,4974,76,58,6,1.2,3,45,9,12,7
Kern,,,All,RB,11052,2164,1187,87,10.7,274,1500,40,177,110
Kern,,,All,RD,2472,134,89,2,3.6,14,79,4,32,2
Kern,,,All,RF,2376,56,33,0,1.4,10,31,1,7,0
Kern,,,All,RH,136712,7202,4851,311,3.5,647,3943,447,1485,390
Kern,,,All,RI,939,121,81,8,8.6,11,47,8,42,9
Kern,,,All,RP,442,32,27,1,6.1,4,19,2,6,1
Kern,,,All,RT,3704,165,109,4,2.9,36,99,6,18,4
Kern,,,All,RW,41806,2669,1660,104,4,362,1431,129,474,126
Kern,,,All,SD,25282,3032,1707,141,6.8,417,1723,145,439,180
Kern,,,All,SE,39835,1948,1326,96,3.3,155,1075,116,379,121
Kern,,,All,SF,2160,640,332,29,15.4,85,369,30,101,34
Kern,,,All,SH,5501,607,354,24,6.4,111,316,31,105,25
Kern,,,All,SM,5860,223,159,8,2.7,19,114,11,60,15
Kern,,,All,SS,153433,11197,7050,464,4.6,1228,6378,570,1997,582
Kern,,,All,TA,204477,12619,8095,523,4,1361,7194,646,2253,649
Kern,,,"No ",GF,90398,4011,2737,156,3,413,2296,169,861,176
Kern,,,"No ",GM,94364,8263,5126,363,5.4,910,4722,453,1303,466
Kern,,,"No ",GX,63,8,7,0,11.1,1,4,1,1,0
Kern,,,"No ",RA,4481,76,58,6,1.3,3,45,9,12,7
Kern,,,"No ",RB,10276,2151,1181,87,11.5,271,1495,40,174,108
Kern,,,"No ",RD,2101,132,88,2,4.2,14,78,4,31,2
Kern,,,"No ",RF,2148,49,30,0,1.4,10,26,1,6,0
Kern,,,"No ",RH,127094,6929,4660,308,3.7,630,3795,426,1410,386
Kern,,,"No ",RI,859,117,79,8,9.2,10,45,8,41,9
Kern,,,"No ",RP,406,29,25,1,6.2,4,17,2,5,1
Kern,,,"No ",RT,2697,153,103,4,3.8,29,95,6,18,4
Kern,,,"No ",RW,34763,2646,1646,103,4.7,353,1426,127,468,125
Kern,,,"No ",SD,23157,2975,1679,139,7.3,400,1697,142,430,178
Kern,,,"No ",SE,37467,1835,1251,95,3.3,150,1006,112,351,119
Kern,,,"No ",SF,2113,635,327,29,15.5,84,367,30,99,34
Kern,,,"No ",SH,5386,602,352,24,6.5,110,313,31,104,25
Kern,,,"No ",SM,5713,212,150,8,2.6,18,106,11,58,15
Kern,,,"No ",SS,142380,10891,6846,460,4.8,1199,6219,548,1916,575
Kern,,,"No ",TA,184825,12282,7870,519,4.3,1324,7022,623,2165,642
Kern,,,Yes,GF,10695,94,84,0,0.8,8,42,4,39,0
Kern,,,Yes,GM,10618,243,152,5,1.4,29,130,19,49,7
Kern,,,Yes,GX,12,0,0,0,0,0,0,0,0,0
Kern,,,Yes,RA,508,0,0,0,0,0,0,0,0,0
Kern,,,Yes,RB,852,7,6,0,0.7,0,4,0,3,0
Kern,,,Yes,RD,391,8,3,1,0.8,3,2,0,1,2
Kern,,,Yes,RF,256,7,3,0,1.2,0,5,0,1,0
Kern,,,Yes,RH,10872,273,199,3,1.8,17,148,21,75,4
Kern,,,Yes,RI,91,3,2,0,2.2,1,2,0,0,0
Kern,,,Yes,RP,39,3,2,0,5.1,0,2,0,1,0
Kern,,,Yes,RT,1025,12,6,0,0.6,7,4,0,0,0
Kern,,,Yes,RW,7291,24,15,1,0.2,9,5,2,7,1
Kern,,,Yes,SD,2314,57,30,2,1.3,17,26,3,9,2
Kern,,,Yes,SE,2781,113,77,1,2.8,5,69,4,28,2
Kern,,,Yes,SF,73,5,5,0,6.8,1,2,0,2,0
Kern,,,Yes,SH,171,5,4,0,2.3,1,3,0,1,0
Kern,,,Yes,SM,210,11,9,0,4.3,1,8,0,2,0
Kern,,,Yes,SS,12449,306,215,5,1.7,29,159,22,81,7
Kern,,,Yes,TA,21325,337,236,5,1.1,37,172,23,88,7
Kings,,,All,GF,15160,696,505,12,3.3,86,379,22,185,13
Kings,,,All,GM,15833,1585,1030,44,6.5,168,954,76,238,53
Kings,,,All,GX,31,4,4,1,12.9,0,1,0,2,1
Kings,,,All,RA,297,9,7,1,2.4,0,5,1,1,1
Kings,,,All,RB,1070,184,114,2,10.7,19,139,1,19,2
Kings,,,All,RD,96,7,6,1,6.3,1,5,0,0,1
Kings,,,All,RF,457,6,5,0,1.1,1,3,2,0,0
Kings,,,All,RH,22360,1718,1155,48,5.2,203,959,72,341,57
Kings,,,All,RI,294,52,28,1,9.5,7,28,7,8,1
Kings,,,All,RP,60,5,4,0,6.7,0,4,0,1,0
Kings,,,All,RT,1074,55,40,1,3.7,4,36,4,7,1
Kings,,,All,RW,5316,249,180,3,3.4,19,155,11,48,4
Kings,,,All,SD,3477,482,279,12,8,50,310,18,66,13
Kings,,,All,SE,6093,556,358,15,5.9,51,326,19,105,17
Kings,,,All,SF,334,66,35,2,10.5,11,40,2,9,2
Kings,,,All,SH,630,99,57,2,9,16,68,3,9,3
Kings,,,All,SM,738,81,48,2,6.5,5,46,2,16,3
Kings,,,All,SS,23158,2000,1333,50,5.8,225,1158,85,373,60
Kings,,,All,TA,31024,2285,1539,57,5,254,1334,98,425,67
Kings,,,"No ",GF,12372,671,489,12,4,79,367,20,181,13
Kings,,,"No ",GM,13083,1535,990,44,7.6,162,915,75,234,53
Kings,,,"No ",GX,18,4,4,1,22.2,0,1,0,2,1
Kings,,,"No ",RA,210,9,7,1,3.3,0,5,1,1,1
Kings,,,"No ",RB,947,179,110,2,11.6,19,134,1,19,2
Kings,,,"No ",RD,83,7,6,1,7.2,1,5,0,0,1
Kings,,,"No ",RF,372,5,4,0,1.1,1,3,1,0,0
Kings,,,"No ",RH,19102,1678,1127,48,5.9,194,933,72,336,57
Kings,,,"No ",RI,252,52,28,1,11.1,7,28,7,8,1
Kings,,,"No ",RP,50,5,4,0,8,0,4,0,1,0
Kings,,,"No ",RT,876,51,36,1,4.1,3,34,4,6,1
Kings,,,"No ",RW,3581,224,161,3,4.5,16,137,9,46,4
Kings,,,"No ",SD,2923,463,268,12,9.2,40,301,18,66,13
Kings,,,"No ",SE,5534,553,355,15,6.4,51,323,19,105,17
Kings,,,"No ",SF,288,66,35,2,12.2,11,40,2,9,2
Kings,,,"No ",SH,532,95,54,2,10.2,13,67,3,9,3
Kings,,,"No ",SM,690,80,47,2,6.8,5,45,2,16,3
Kings,,,"No ",SS,19971,1958,1299,50,6.5,220,1126,84,369,60
Kings,,,"No ",TA,25473,2210,1483,57,5.8,241,1283,95,417,67
Kings,,,Yes,GF,3163,25,17,0,0.5,7,12,2,4,0
Kings,,,Yes,GM,3084,50,41,0,1.3,6,39,1,4,0
Kings,,,Yes,GX,17,0,0,0,0,0,0,0,0,0
Kings,,,Yes,RA,93,0,0,0,0,0,0,0,0,0
Kings,,,Yes,RB,150,6,6,0,4,0,6,0,0,0
Kings,,,Yes,RD,15,0,0,0,0,0,0,0,0,0
Kings,,,Yes,RF,90,1,1,0,1.1,0,0,1,0,0
Kings,,,Yes,RH,3772,37,27,0,0.7,8,24,0,5,0
Kings,,,Yes,RI,54,0,0,0,0,0,0,0,0,0
Kings,,,Yes,RP,11,0,0,0,0,0,0,0,0,0
Kings,,,Yes,RT,217,6,5,0,2.3,1,4,0,1,0
Kings,,,Yes,RW,1862,25,19,0,1,4,17,2,2,0
Kings,,,Yes,SD,653,19,11,0,1.7,10,9,0,0,0
Kings,,,Yes,SE,647,3,3,0,0.5,0,3,0,0,0
Kings,,,Yes,SF,66,0,0,0,0,0,0,0,0,0
Kings,,,Yes,SH,131,4,3,0,2.3,3,1,0,0,0
Kings,,,Yes,SM,55,1,1,0,1.8,0,1,0,0,0
Kings,,,Yes,SS,3790,42,34,0,0.9,5,32,1,4,0
Kings,,,Yes,TA,6264,75,58,0,0.9,13,51,3,8,0
Lake,,,All,GF,5101,437,298,20,5.8,68,218,19,102,24
Lake,,,All,GM,5384,930,559,48,10.4,127,513,44,153,67
Lake,,,All,GX,18,3,3,0,16.7,1,0,0,2,0
Lake,,,All,RA,73,5,3,0,4.1,0,3,0,2,0
Lake,,,All,RB,156,35,27,1,17.3,4,18,4,8,1
Lake,,,All,RD,133,15,11,1,8.3,2,10,0,1,1
Lake,,,All,RF,42,9,3,0,7.1,0,6,1,2,0
Lake,,,All,RH,4362,488,328,34,7.5,64,275,26,76,42
Lake,,,All,RI,410,94,52,4,12.7,22,42,1,19,9
Lake,,,All,RT,661,135,78,9,11.8,15,63,6,32,15
Lake,,,All,RW,4656,589,358,19,7.7,89,314,25,117,23
Lake,,,All,SD,1484,291,165,17,11.1,54,149,11,48,22
Lake,,,All,SE,1722,212,137,8,8,21,138,15,25,11
Lake,,,All,SF,73,15,10,1,13.7,4,7,0,3,1
Lake,,,All,SH,532,116,73,4,13.7,25,54,5,22,9
Lake,,,All,SM,354,31,25,1,7.1,3,19,4,4,1
Lake,,,All,SS,7967,1185,722,59,9.1,166,633,58,221,81
Lake,,,All,TA,10503,1370,860,68,8.2,196,731,63,257,91
Lake,,,"No ",GF,4945,436,297,20,6,68,218,19,101,24
Lake,,,"No ",GM,5268,930,559,48,10.6,127,513,44,153,67
